reviews,category
just avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
company has stopped the call center,['Customer Service']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
flair airlines is not worth it,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
$82 last name & first name interchanged,['Ticket Booking & Pricing']
didn’t look like his passport photo,['Cabin Environment']
80$ for a name change?,['Ticket Booking & Pricing']
no refund or compensation,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst experience of price gouging,"['Value for Money', 'Ticket Booking & Pricing', 'Brand Reputation', 'In-flight Experience']"
unprofessional and harassment agents2,['Staff Behaviour']
they are the worst!,['Brand Reputation']
they  still let you buy tickets,['Ticket Booking & Pricing']
customer service is one of the worse,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
airline is never on time.,"['Punctuality', 'Cabin Environment', 'Boarding Process']"
awful experience,['In-flight Experience']
delay without any announcement,['Punctuality']
excellent airline,"['Cabin Environment', 'Boarding Process']"
shame on you fly 540,['Brand Reputation']
avoid them at any cost,"['Value for Money', 'Brand Reputation']"
worst airline i have ever used,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
flight was the worst ever,['Brand Reputation']
they said the boarding was closed,['Boarding Process']
reached around 5 minutes late,['Punctuality']
won't issue a boarding pass for us,['Boarding Process']
so much delay,['Punctuality']
prices are quite unreasonably high,"['Value for Money', 'Ticket Booking & Pricing']"
worst airline experience,"['Cabin Environment', 'Brand Reputation', 'Boarding Process', 'In-flight Experience']"
treated rudely at check in,['Staff Behaviour']
cheaper than the talgo train,['Value for Money']
lack of credit card payment support,"['Staff Behaviour', 'Ticket Booking & Pricing', 'Customer Service', 'Compensation & Refund', 'Accessibility Needs']"
i was very happy with flybe service,"['Staff Behaviour', 'In-flight Experience']"
same old flybe,['Aircraft Maintenance']
very happy with the flight and service,"['Staff Behaviour', 'In-flight Experience']"
a decent flight at low cost,['Value for Money']
had to sit at the airport all day,['Cabin Environment']
this was the worst airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
absolute scam of an airline,"['Cabin Environment', 'Boarding Process']"
the planes were filthy,"['Hygiene', 'Aircraft Maintenance']"
one of the worst airlines to fly,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
avoid this airline at all costs,"['Value for Money', 'Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
comfortable travel experience,"['Seat Comfort', 'In-flight Experience']"
very bad seats,['Seat Comfort']
a miserable scam of an airline,"['Cabin Environment', 'Boarding Process']"
staff was courteous and welcoming,['Staff Behaviour']
flynas is deliberately delaying,['Punctuality']
no compensation received,['Compensation & Refund']
contradictory to their own policy,"['Baggage Policies', 'Process & Policy']"
low service quality,"['Staff Behaviour', 'In-flight Experience']"
baggage got lost 11 days ago,['Baggage Policies']
unprofessional and unsatisfactory,"['Staff Behaviour', 'Miscellaneous']"
we still don't have the refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst experience,"['Brand Reputation', 'In-flight Experience']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
highly unacceptable service,"['Staff Behaviour', 'In-flight Experience']"
pay for a hand luggage 130 euro,['Baggage Policies']
€40 charged for check-in at airport,"['Cabin Environment', 'Boarding Process']"
i do not recommend this airline,"['Cabin Environment', 'Boarding Process']"
had a very rude reply,['Staff Behaviour']
have sit and wait on the plane,['Aircraft Maintenance']
they would only refund 50%,"['Ticket Booking & Pricing', 'Compensation & Refund']"
handling of this crisis was alarming,['Baggage Policies']
stay in line to drop off one's bag,['Boarding Process']
it's worth the extra money,['Value for Money']
service was top class,"['Staff Behaviour', 'In-flight Experience']"
never ever fly freebird airlines,"['Cabin Environment', 'Boarding Process']"
my baggage was damaged,['Baggage Policies']
experience and all was great,['In-flight Experience']
having to rush through airport,['Cabin Environment']
delay in departure for about 4hours,['Punctuality']
they don't want to refund us,"['Ticket Booking & Pricing', 'Compensation & Refund']"
absolutely terrible experience,"['Brand Reputation', 'In-flight Experience']"
unfairly flagging carry on bags,['Cabin Environment']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst client services,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
i arrived two minutes late,['Punctuality']
entire experience was a nightmare,['In-flight Experience']
the worst airline out there,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
no refund has been received,"['Ticket Booking & Pricing', 'Compensation & Refund']"
the worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the worst experience,"['Brand Reputation', 'In-flight Experience']"
very comfortable flight,"['Seat Comfort', 'In-flight Experience']"
without any proper compensation,['Compensation & Refund']
outstanding services they provide,"['Staff Behaviour', 'In-flight Experience']"
my experience was subpar,['In-flight Experience']
outstanding service provided,"['Staff Behaviour', 'In-flight Experience']"
be careful about your cabin baggage,"['Cabin Environment', 'Baggage Policies']"
first class service is outstanding,"['Staff Behaviour', 'In-flight Experience']"
penalty fees for the time change,['Ticket Booking & Pricing']
just the worst,['Brand Reputation']
flight was very uncomfortable,"['Seat Comfort', 'In-flight Experience']"
be prepared for zero interaction with staff,['Staff Behaviour']
not recommend georgian airways,['Cabin Environment']
no customer support to compensate the damage,"['Staff Behaviour', 'Customer Service', 'Accessibility Needs']"
airline drives me insane,"['Cabin Environment', 'Boarding Process']"
isn't a great airline,"['Cabin Environment', 'Boarding Process']"
crew was very friendly,"['Staff Behaviour', 'In-flight Experience']"
very good price service ratio,"['Staff Behaviour', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
experience was very pleasant,['In-flight Experience']
worst airline i travelled with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
seat was fine with enough legroom,['Seat Comfort']
crew were smiling and good,"['Staff Behaviour', 'In-flight Experience']"
good flight and friendly staff,['Staff Behaviour']
very cramped,['Seat Comfort']
staff were friendly,['Staff Behaviour']
great value for money,['Value for Money']
there is no sense of professionalism in the staff,['Staff Behaviour']
delayed or cancelled frequently,['Punctuality']
seat is not comfortable,"['Seat Comfort', 'In-flight Experience']"
i have never had this kind of experience,['In-flight Experience']
take 30 days for the refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
last time i travelled on goair,['Cabin Environment']
refund pending from january 2020,"['Ticket Booking & Pricing', 'Compensation & Refund']"
won't be giving me my partial refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
refund not yet received,"['Ticket Booking & Pricing', 'Compensation & Refund']"
very bad experience,['In-flight Experience']
friendly and attentive staff,['Staff Behaviour']
great value for money,['Value for Money']
drink and snack on this short flight,['Food & Beverages']
"dear gol, never again",['Brand Reputation']
worst airline i traveled,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
very friendly flight attendant,['Staff Behaviour']
cabin crew are very friendly,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
staff were so friendly,['Staff Behaviour']
never again,['Brand Reputation']
the seat is comfortable,"['Seat Comfort', 'In-flight Experience']"
legroom and comfort was ok,"['Seat Comfort', 'In-flight Experience']"
would book again for price value,"['Value for Money', 'Ticket Booking & Pricing']"
this was a sour experience at best,['In-flight Experience']
lost my family's prepaid food order,"['Food & Beverages', 'Baggage Policies', 'In-flight Experience']"
worst flying experience ever,"['Brand Reputation', 'In-flight Experience']"
do not recommend greater bay airlines,"['Cabin Environment', 'Boarding Process']"
experience with this airline was a mixed bag,"['Cabin Environment', 'Boarding Process', 'In-flight Experience']"
denied me boarding/checking in,"['Compensation & Refund', 'Boarding Process']"
a terrible experience,"['Brand Reputation', 'In-flight Experience']"
these overpriced rebookings,"['Value for Money', 'Ticket Booking & Pricing', 'Flight Cancellation']"
business class seating looked very old,"['Seat Comfort', 'Aircraft Maintenance']"
a comfortable 6 hours sleep was enjoyed,"['Seat Comfort', 'In-flight Experience']"
service was excellent and smiling,"['Staff Behaviour', 'In-flight Experience']"
new aircrafts on all sectors,"['Cabin Environment', 'Aircraft Maintenance']"
excellent service,"['Staff Behaviour', 'In-flight Experience']"
the service attentive,"['Staff Behaviour', 'In-flight Experience']"
service was impeccable,"['Staff Behaviour', 'In-flight Experience']"
should receive some form of compensation,['Compensation & Refund']
a satisfactory experience overall,"['In-flight Experience', 'Miscellaneous']"
don't expect familiar western snacks,['Food & Beverages']
"service, friendliness, and cleanliness","['Staff Behaviour', 'Hygiene', 'Boarding Process', 'In-flight Experience']"
seats booked given to someone else,['Seat Comfort']
catering on this flight was appalling,['Food & Beverages']
horrible experience with long lines,"['Brand Reputation', 'Boarding Process', 'In-flight Experience']"
basically nonexistent customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
i'm done with this airline,"['Cabin Environment', 'Boarding Process']"
worst customer service ever,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
a terrible experience,"['Brand Reputation', 'In-flight Experience']"
flight was seamless and comfortable,"['Seat Comfort', 'In-flight Experience']"
