reviews,category
never fly this airline again!,"['Cabin Environment', 'Boarding Process']"
ignored by customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
worst service ever,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
the seats were old and torn,"['Seat Comfort', 'Aircraft Maintenance']"
they made no effort to help,['Miscellaneous']
deliberate tactic to exploit passengers,['Miscellaneous']
"let down, frustrated, deeply disappointed",['Miscellaneous']
trying to recover my luggage,['Baggage Policies']
no announcements from the pilot,['Miscellaneous']
highly recommended,['Miscellaneous']
couldn’t use entertainment system,"['Inflight Entertainment', 'In-flight Experience']"
waiting for compensation,"['Punctuality', 'Compensation & Refund', 'Boarding Process']"
professional cabin crew,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
absolutely zero concern for passengers time,['Miscellaneous']
fell short of expectations,['Miscellaneous']
a wonderful service,"['Staff Behaviour', 'In-flight Experience']"
crew were attentive and friendly,"['Staff Behaviour', 'In-flight Experience']"
the service was disastrous,"['Staff Behaviour', 'In-flight Experience']"
customer service was terrible,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
always some bad experience,['In-flight Experience']
service was good,"['Staff Behaviour', 'In-flight Experience']"
they have an awful service,"['Staff Behaviour', 'In-flight Experience']"
cancellation fees in this war environment,"['Cabin Environment', 'Ticket Booking & Pricing', 'Flight Cancellation']"
they have cancelled flights twice,['Miscellaneous']
totally recommend ellinair,['Cabin Environment']
items stolen during baggage handling,['Baggage Policies']
nice and comfortable journey,"['Seat Comfort', 'In-flight Experience']"
staff is very good,['Staff Behaviour']
immaculate and smiling crew,"['Staff Behaviour', 'Punctuality', 'In-flight Experience']"
expensive considering the quality of service,"['Staff Behaviour', 'Value for Money', 'In-flight Experience']"
happy to fly them again,['Miscellaneous']
staff were friendly,['Staff Behaviour']
crew friendly and professional,"['Staff Behaviour', 'In-flight Experience']"
seats were comfortable,"['Seat Comfort', 'In-flight Experience']"
the most unprofessional staff,['Staff Behaviour']
the cabin is clean,"['Hygiene', 'Cabin Environment']"
never fly with them again,['Miscellaneous']
i was hot and thirsty,['Cabin Environment']
very disappointed with emirates,['Miscellaneous']
emirates delayed flight,['Punctuality']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
spaciousness and comfort,"['Seat Comfort', 'In-flight Experience']"
bitterly disappointed in emirates,['Miscellaneous']
flight has been cancelled,['Miscellaneous']
extortion of money for luggage,['Baggage Policies']
avoid like the plague,['Brand Reputation']
cheap food prices,"['Food & Beverages', 'Value for Money', 'Ticket Booking & Pricing', 'In-flight Experience']"
crew friendly and smiling,"['Staff Behaviour', 'In-flight Experience']"
will fly eswatini air again,['Cabin Environment']
seats were in a standard row,['Seat Comfort']
a complete disaster,['Miscellaneous']
well taken care of,['Miscellaneous']
zero accountability for passengers,['Miscellaneous']
there was nothing positive,['Miscellaneous']
instructed my wife make seat upright,['Seat Comfort']
a very pleasant flight,['Miscellaneous']
disgraceful service,"['Staff Behaviour', 'Brand Reputation', 'In-flight Experience']"
crew was friendly and professional,"['Staff Behaviour', 'In-flight Experience']"
treated like i was flying economy,['Miscellaneous']
left me quite dissatisfied,['Miscellaneous']
i expected better,['Miscellaneous']
etihad has cut down their service,"['Staff Behaviour', 'In-flight Experience']"
a very disengaged attitude,['Miscellaneous']
customer service was extremely poor,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
staff were excellent,['Staff Behaviour']
disgusting level of customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
still waiting for compensation,"['Punctuality', 'Compensation & Refund', 'Boarding Process']"
asked to pay £200 for my suitcase,['Miscellaneous']
far behind emirates and qatar airways!,['Cabin Environment']
the staff were good,['Staff Behaviour']
a lack of authenticity or professionalism,['Miscellaneous']
airline told us lies,"['Cabin Environment', 'Aircraft Maintenance', 'Boarding Process']"
they simply don't care about their customers,['Miscellaneous']
very bad in-flight services,"['Staff Behaviour', 'In-flight Experience']"
most awful flight,['Miscellaneous']
i would have rather walked back,['Miscellaneous']
seats were absolutely tiny,['Seat Comfort']
never again,['Brand Reputation']
the most uncomfortable flight,"['Seat Comfort', 'In-flight Experience']"
refused to pay the compensation,['Compensation & Refund']
the worst flying experience,"['Brand Reputation', 'In-flight Experience']"
90€ extra for 2 extra small extra luggages,['Baggage Policies']
i am fully satisfied,['Miscellaneous']
terrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
unfortunately again unreliable,['Miscellaneous']
cabin crew were very helpful,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
my luggage wasn’t delivered,['Baggage Policies']
baggage was missing,['Baggage Policies']
not cheap; but reliable,['Value for Money']
cabin crew efficient,"['Staff Behaviour', 'Cabin Environment', 'In-flight Experience']"
a highly impressive experience,['In-flight Experience']
i would recommend using eva,['Miscellaneous']
no priority check in or boarding,"['Accessibility Needs', 'Boarding Process']"
70 us dollars for a bag being 2kg overweight,['Baggage Policies']
food was plentiful and good,"['Food & Beverages', 'In-flight Experience']"
bags arrived the following day,['Miscellaneous']
this trip was the best,['Miscellaneous']
no priority boarding,"['Accessibility Needs', 'Boarding Process']"
brilliant both times,['Miscellaneous']
avoid at all costs,"['Value for Money', 'Brand Reputation']"
lost our luggage,['Baggage Policies']
this airline is a clear disappointment,"['Cabin Environment', 'Boarding Process']"
plane seemed to be in good shape,['Aircraft Maintenance']
i would recommend evelop,['Miscellaneous']
the leg room is very limited,['Miscellaneous']
they grudgingly checked me in,['Miscellaneous']
refusing to refund my money,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst i have used in many years of traveling,['Brand Reputation']
terrible experience,"['Brand Reputation', 'In-flight Experience']"
lost my luggage 8 days ago,['Baggage Policies']
customer service has not improved,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
didn't make him cover his face,['Miscellaneous']
i will not be using ravn again,['Miscellaneous']
"incompetence, rudeness, unreliability and overall poor service","['Staff Behaviour', 'In-flight Experience']"
worst airline i have ever dealt with,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
chosen to disregard my complaints,"['Customer Service', 'Brand Reputation']"
a very worn out md-83,['Miscellaneous']
efficient but not friendly,['Miscellaneous']
far eastern air transport customer review,['Cabin Environment']
far eastern air transport customer review,['Cabin Environment']
do not fly this carrier,['Miscellaneous']
very happy customers!,['Miscellaneous']
pleasant flying experience,['In-flight Experience']
terrible experience,"['Brand Reputation', 'In-flight Experience']"
definitely an affordable price,"['Value for Money', 'Ticket Booking & Pricing']"
they refuse a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
do not fly this airline,"['Cabin Environment', 'Boarding Process']"
don't fly this airline,"['Cabin Environment', 'Boarding Process']"
airline had ceased flying,"['Cabin Environment', 'Boarding Process']"
i needed to pay double price,"['Value for Money', 'Ticket Booking & Pricing']"
no compensation offered,['Compensation & Refund']
attentiveness and kindness of the crew,"['Staff Behaviour', 'In-flight Experience']"
flight was terrible,['Brand Reputation']
worst airline ever,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
i will never fly fiji again,['Miscellaneous']
fiji airways were excellent,['Cabin Environment']
never fly fiji airways again,['Cabin Environment']
they just felt money hungry,['Miscellaneous']
they served only one breakfast,['Food & Beverages']
poor customer service,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
appalling experience with finnair,"['Cabin Environment', 'In-flight Experience']"
a shame on finnair,"['Cabin Environment', 'Brand Reputation']"
the seat was comfortable enough,"['Seat Comfort', 'In-flight Experience']"
they take care of you,['Miscellaneous']
poorest service during the dinner,"['Food & Beverages', 'Staff Behaviour', 'In-flight Experience']"
they have yet to compensate me,['Miscellaneous']
very poor service,"['Staff Behaviour', 'In-flight Experience']"
cramped seats,['Seat Comfort']
customer service is so bad,"['Staff Behaviour', 'Customer Service', 'In-flight Experience']"
inadequate catering on long haul,['Food & Beverages']
certainly pick firefly again,['Miscellaneous']
unreliable airline,"['Cabin Environment', 'Boarding Process']"
terrible airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
promised to consider a refund,"['Ticket Booking & Pricing', 'Compensation & Refund']"
to be avoided at all costs,"['Value for Money', 'Brand Reputation']"
a company to avoid,['Brand Reputation']
just avoid this airline,"['Cabin Environment', 'Brand Reputation', 'Boarding Process']"
the last time i fly with them,['Miscellaneous']
company has stopped the call center,['Customer Service']
horrible customer service,"['Staff Behaviour', 'Customer Service', 'Brand Reputation', 'In-flight Experience']"
flair airlines is not worth it,"['Value for Money', 'Cabin Environment', 'Boarding Process']"
$82 last name & first name interchanged,['Ticket Booking & Pricing']
didn’t look like his passport photo,['Cabin Environment']
80$ for a name change?,['Ticket Booking & Pricing']
no refund or compensation,"['Ticket Booking & Pricing', 'Compensation & Refund']"
worst experience of price gouging,"['Value for Money', 'Ticket Booking & Pricing', 'Brand Reputation', 'In-flight Experience']"
unprofessional and harassment agents2,['Staff Behaviour']
they are the worst!,['Brand Reputation']
